"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.tcpip.Tcp.source,org.jnetpcap.protocol.network.Ip4.destination,org.jnetpcap.protocol.tcpip.Tcp.destination)).enc_rateps","attack"
"Tcp","4","76066","66","80","-1","16","19195930000","12","1460","121.0","0.0670391061452514","true"
"Tcp","4","76066","66","80","-1","16","19202016000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76066","66","80","-1","16","19210109000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76066","66","80","-1","16","19209977000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76066","66","80","-1","16","19210132000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76066","66","80","-1","16","19195036000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19195036000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19261007000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19261141000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19202942000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19199999000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19202938000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19200228000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19200226000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19268095000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19268082000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19198960000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19199100000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19195803000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19210081000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","66","80","-1","16","19195048000","12","1460","121.0","0.06666666666666667","true"
"Tcp","4","76067","54","80","-1","16","2151649000","14","4910","350.0","0.09655172413793103","false"
"Tcp","4","76068","54","80","-1","16","34000","16","5018","313.0","0.1103448275862069","false"
"Tcp","4","76068","54","80","-1","16","32000","18","5126","284.0","0.12413793103448276","false"
"Tcp","4","76068","54","80","-1","16","33000","20","5234","261.0","0.13793103448275862","false"
"Tcp","4","76068","54","80","-1","16","58000","22","5342","242.0","0.15172413793103448","false"
"Tcp","4","76068","54","80","-1","17","1069803000","7","1677","239.0","0.04794520547945205","false"
"Tcp","4","76068","54","80","-1","17","784743000","9","2559","284.0","0.06164383561643835","false"
"Tcp","4","76068","66","80","-1","2","0","1","66","66.0","0.0072992700729927005","false"
"Tcp","4","76068","66","80","-1","2","0","1","66","66.0","0.007246376811594203","false"
"Tcp","4","76068","54","80","-1","16","1886000","2","120","60.0","0.014492753623188406","false"
"Tcp","4","76068","54","80","-1","16","1994000","2","120","60.0","0.014492753623188406","false"
"Http","4","76068","740","80","-1","24","79000","3","860","286.0","0.021739130434782608","false"
"Tcp","4","76068","54","80","-1","16","2060000","2","120","60.0","0.014492753623188406","false"
"Http","4","76068","689","80","-1","24","1621000","3","809","269.0","0.021739130434782608","false"
"Http","4","76068","687","80","-1","24","6030000","4","1522","380.0","0.028985507246376812","false"
"Http","4","76069","719","80","-1","24","6006000","4","1579","394.0","0.028985507246376812","false"
"Tcp","4","76069","54","80","-1","16","24993000","23","5396","234.0","0.15753424657534246","false"
"Http","4","76069","800","80","-1","24","119185000","5","2322","464.0","0.036231884057971016","false"
"Icmp","4","76069","74","-1","-1","-1","-1","-1","-1","-1.0","-1.0","false"
"Tcp","4","76069","54","80","-1","16","173541000","4","863","215.0","0.028985507246376812","false"
"Tcp","4","76069","66","80","-1","16","19210079000","12","1460","121.0","0.06593406593406594","true"
"Tcp","4","76069","66","80","-1","16","19213038000","12","1460","121.0","0.06593406593406594","true"
"Tcp","4","76069","66","80","-1","16","3984000","2","140","70.0","0.014492753623188406","true"
"Tcp","4","76069","66","80","-1","16","4946000","4","468","117.0","0.028985507246376812","true"
"Tcp","4","76069","66","80","-1","16","4922000","6","600","100.0","0.043478260869565216","true"
"Tcp","4","76069","66","80","-1","16","1931673000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76069","66","80","-1","16","1888256000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76069","66","80","-1","16","1925213000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76069","66","80","-1","16","19199058000","12","1460","121.0","0.06593406593406594","true"
"Tcp","4","76069","66","80","-1","16","1937447000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76069","66","80","-1","16","1919185000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76070","66","80","-1","16","1977725000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76070","66","80","-1","16","1983695000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76070","66","80","-1","16","1895970000","13","1526","117.0","0.07103825136612021","true"
"Tcp","4","76070","66","80","-1","16","44997000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76070","66","80","-1","16","1725034000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","44892000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76070","66","80","-1","16","1948420000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","43104000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76070","66","80","-1","16","1953282000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","43023000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76070","66","80","-1","16","1931162000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","42144000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76070","66","80","-1","16","1940163000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","1749087000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","1755145000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76070","66","80","-1","16","43923000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76071","66","80","-1","16","42993000","14","1592","113.0","0.07608695652173914","true"
"Tcp","4","76071","66","80","-1","16","1965107000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76071","66","80","-1","16","1702937000","13","1526","117.0","0.07065217391304347","true"
"Tcp","4","76071","66","80","-1","16","43061000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76071","66","80","-1","16","1957187000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","42038000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76071","66","80","-1","16","1900182000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","1900398000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","1810218000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","42091000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76071","66","80","-1","16","1882097000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","42950000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76071","66","80","-1","16","1768098000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","1773937000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76071","66","80","-1","16","44082000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76072","66","80","-1","16","1911124000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76072","66","80","-1","16","41017000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76072","66","80","-1","16","1929180000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76072","66","80","-1","16","1769220000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76072","66","80","-1","16","43090000","14","1592","113.0","0.07567567567567568","true"
"Tcp","4","76072","66","80","-1","16","1976299000","13","1526","117.0","0.07027027027027027","true"
"Tcp","4","76072","66","80","-1","16","44027000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","42108000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","1959178000","13","1526","117.0","0.06989247311827956","true"
"Tcp","4","76072","66","80","-1","16","1789156000","13","1526","117.0","0.06989247311827956","true"
"Tcp","4","76072","66","80","-1","16","43965000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","41098000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","43914000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","42113000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76072","66","80","-1","16","1836067000","13","1526","117.0","0.06989247311827956","true"
"Tcp","4","76073","66","80","-1","16","41569000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","43038000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","42061000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","44016000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","42042000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","44032000","14","1592","113.0","0.07526881720430108","true"
"Tcp","4","76073","66","80","-1","16","1957159000","13","1526","117.0","0.06989247311827956","true"
"Tcp","4","76073","66","80","-1","16","1963321000","13","1526","117.0","0.06989247311827956","true"
"Tcp","4","76073","66","80","-1","16","1915206000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76073","66","80","-1","16","1896280000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76073","66","80","-1","16","40983000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76073","66","80","-1","16","1877120000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76073","66","80","-1","16","44085000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76073","66","80","-1","16","1715041000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76073","66","80","-1","16","42011000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","1727019000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76074","66","80","-1","16","42088000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","40992000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","41050000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","44018000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","1937290000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76074","66","80","-1","16","41006000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","1879096000","13","1526","117.0","0.06951871657754011","true"
"Tcp","4","76074","66","80","-1","16","42371000","14","1592","113.0","0.0748663101604278","true"
"Tcp","4","76074","66","80","-1","16","40923000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76074","66","80","-1","16","1962176000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76074","66","80","-1","16","1682037000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76074","66","80","-1","16","42035000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76074","66","80","-1","16","41004000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76074","66","80","-1","16","42023000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76074","66","80","-1","16","1921260000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","43016000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76075","66","80","-1","16","1934295000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","1890186000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","40035000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76075","66","80","-1","16","42977000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76075","66","80","-1","16","1753191000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","1748241000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","40022000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76075","66","80","-1","16","1940206000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","42084000","14","1592","113.0","0.07446808510638298","true"
"Tcp","4","76075","66","80","-1","16","1776110000","13","1526","117.0","0.06914893617021277","true"
"Tcp","4","76075","66","80","-1","16","1939265000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76075","66","80","-1","16","43944000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76075","66","80","-1","16","40999000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76075","66","80","-1","16","43991000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76075","66","80","-1","16","43084000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","41024000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","40040000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","1809022000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76076","66","80","-1","16","42017000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","1935379000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76076","66","80","-1","16","41033000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","43939000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","43008000","14","1592","113.0","0.07407407407407407","true"
"Tcp","4","76076","66","80","-1","16","1771186000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76076","66","80","-1","16","1776091000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76076","66","80","-1","16","1976264000","13","1526","117.0","0.06878306878306878","true"
"Tcp","4","76076","66","80","-1","16","41041000","14","1592","113.0","0.07368421052631578","true"
"Tcp","4","76076","66","80","-1","16","1790973000","13","1526","117.0","0.06842105263157895","true"
"Tcp","4","76076","66","80","-1","16","1807074000","13","1526","117.0","0.06842105263157895","true"
"Tcp","4","76076","66","80","-1","16","42088000","14","1592","113.0","0.07368421052631578","true"
"Tcp","4","76077","66","80","-1","16","1873248000","13","1526","117.0","0.06842105263157895","true"
"Tcp","4","76077","66","80","-1","16","43023000","14","1592","113.0","0.07368421052631578","true"
"Tcp","4","76077","66","80","-1","16","42038000","14","1592","113.0","0.07368421052631578","true"
"Tcp","4","76077","66","80","-1","16","1897196000","13","1526","117.0","0.06842105263157895","true"
