"protocol","weekday","timeofday","pdu_size","dest_tcp","dest_udp","flag_tcp","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_timed","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_count","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_tsize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_asize","exp(subject(org.jnetpcap.protocol.network.Ip4.source,org.jnetpcap.protocol.network.Ip4.destination)).enc_rateps","attack"
"Tcp","4","75959","74","80","-1","2","6032000","1635","344702","210.0","22.397260273972602","true"
"Tcp","4","75960","54","80","-1","17","113000","296","49109","165.0","2.5517241379310347","false"
"Tcp","4","75960","74","80","-1","2","6306000","1636","344776","210.0","22.410958904109588","true"
"Tcp","4","75960","54","80","-1","17","55000","299","49271","164.0","2.5775862068965516","false"
"Tcp","4","75960","74","80","-1","2","5675000","1637","344850","210.0","22.12162162162162","true"
"Tcp","4","75960","74","80","-1","2","5619000","1639","344998","210.0","22.14864864864865","true"
"Tcp","4","75960","74","80","-1","2","6034000","1641","345146","210.0","22.175675675675677","true"
"Tcp","4","75960","74","80","-1","2","5972000","1643","345294","210.0","22.2027027027027","true"
"Tcp","4","75960","74","80","-1","2","5994000","1645","345442","209.0","22.22972972972973","true"
"Tcp","4","75960","74","80","-1","2","6002000","1647","345590","209.0","22.256756756756758","true"
"Tcp","4","75960","74","80","-1","2","5979000","1649","345738","209.0","22.283783783783782","true"
"Tcp","4","75960","74","80","-1","2","6008000","1651","345886","209.0","22.31081081081081","true"
"Tcp","4","75961","74","80","-1","2","7042000","1653","346034","209.0","22.33783783783784","true"
"Tcp","4","75961","74","80","-1","2","5996000","1655","346182","209.0","22.364864864864863","true"
"Tcp","4","75961","74","80","-1","2","6024000","1657","346330","209.0","22.093333333333334","true"
"Tcp","4","75961","74","80","-1","2","5985000","1659","346478","208.0","22.12","true"
"Tcp","4","75961","74","80","-1","2","6009000","1661","346626","208.0","22.14666666666667","true"
"Tcp","4","75961","74","80","-1","2","5343000","1663","346774","208.0","22.173333333333332","true"
"Tcp","4","75961","74","80","-1","2","6047000","1665","346922","208.0","22.2","true"
"Tcp","4","75961","74","80","-1","2","6037000","1667","347070","208.0","22.226666666666667","true"
"Tcp","4","75961","74","80","-1","2","5598000","1669","347218","208.0","22.253333333333334","true"
"Tcp","4","75961","66","80","-1","16","7320000","1671","347358","207.0","22.28","true"
"Tcp","4","75961","74","80","-1","2","5982000","1673","347506","207.0","22.30666666666667","true"
"Tcp","4","75961","66","80","-1","16","61000","1675","347646","207.0","22.333333333333332","true"
"Tcp","4","75962","74","80","-1","2","67000","1678","347860","207.0","22.373333333333335","true"
"Tcp","4","75962","66","80","-1","16","1940000","1679","347926","207.0","22.092105263157894","true"
"Tcp","4","75962","74","80","-1","2","4271000","1681","348074","207.0","22.11842105263158","true"
"Tcp","4","75962","66","80","-1","16","35000","1683","348206","206.0","22.144736842105264","true"
"Tcp","4","75962","66","80","-1","16","4977000","1685","348346","206.0","22.17105263157895","true"
"Tcp","4","75962","74","80","-1","2","6941000","1687","348494","206.0","22.19736842105263","true"
"Tcp","4","75962","66","80","-1","16","1946000","1689","348626","206.0","22.223684210526315","true"
"Tcp","4","75962","66","80","-1","16","3996000","1691","348766","206.0","22.25","true"
"Tcp","4","75962","66","80","-1","16","56000","1693","348906","206.0","22.276315789473685","true"
"Tcp","4","75962","66","80","-1","16","59000","1695","349046","205.0","22.30263157894737","true"
"Tcp","4","75962","66","80","-1","16","5372000","1697","349186","205.0","22.32894736842105","true"
"Tcp","4","75962","74","80","-1","2","42000","1699","349326","205.0","22.355263157894736","true"
"Tcp","4","75962","66","80","-1","16","5927000","1701","349466","205.0","22.38157894736842","true"
"Tcp","4","75963","66","80","-1","16","34000","1703","349606","205.0","22.407894736842106","true"
"Tcp","4","75963","66","80","-1","16","4961000","1705","349746","205.0","22.142857142857142","true"
"Tcp","4","75963","74","80","-1","2","6979000","1707","349894","204.0","22.16883116883117","true"
"Tcp","4","75963","66","80","-1","16","41000","1709","350026","204.0","22.194805194805195","true"
"Tcp","4","75963","66","80","-1","16","2854000","1711","350166","204.0","22.22077922077922","true"
"Tcp","4","75963","74","80","-1","2","2951000","1713","350306","204.0","22.246753246753247","true"
"Tcp","4","75963","74","80","-1","2","62000","1715","350446","204.0","22.272727272727273","true"
"Tcp","4","75963","66","80","-1","16","5007000","1717","350586","204.0","22.2987012987013","true"
"Tcp","4","75963","74","80","-1","2","34000","1719","350726","204.0","22.324675324675326","true"
"Tcp","4","75963","66","80","-1","16","1993000","1721","350866","203.0","22.350649350649352","true"
"Tcp","4","75963","74","80","-1","2","3956000","1723","351006","203.0","22.376623376623378","true"
"Tcp","4","75963","66","80","-1","16","5008000","1725","351146","203.0","22.4025974025974","true"
"Tcp","4","75963","74","80","-1","2","6964000","1727","351294","203.0","22.428571428571427","true"
"Tcp","4","75964","66","80","-1","16","3883000","1729","351426","203.0","22.454545454545453","true"
"Tcp","4","75964","66","80","-1","16","2947000","1731","351566","203.0","22.192307692307693","true"
"Tcp","4","75964","66","80","-1","16","57000","1733","351706","202.0","22.21794871794872","true"
"Tcp","4","75964","66","80","-1","16","6972000","1734","351772","202.0","22.23076923076923","true"
"Tcp","4","75964","74","80","-1","2","5919000","1736","351920","202.0","22.256410256410255","true"
"Tcp","4","75964","66","80","-1","16","85000","1738","352052","202.0","22.28205128205128","true"
"Tcp","4","75964","74","80","-1","2","6863000","1740","352200","202.0","22.307692307692307","true"
"Tcp","4","75964","66","80","-1","16","2843000","1742","352340","202.0","22.333333333333332","true"
"Tcp","4","75964","74","80","-1","2","2927000","1744","352480","202.0","22.358974358974358","true"
"Tcp","4","75964","66","80","-1","16","61000","1746","352620","201.0","22.384615384615383","true"
"Tcp","4","75964","66","80","-1","16","31000","1748","352752","201.0","22.41025641025641","true"
"Tcp","4","75965","74","80","-1","2","6995000","1750","352900","201.0","22.435897435897434","true"
"Tcp","4","75965","66","80","-1","16","4948000","1752","353032","201.0","22.17721518987342","true"
"Tcp","4","75965","66","80","-1","16","3959000","1754","353172","201.0","22.20253164556962","true"
"Tcp","4","75965","74","80","-1","2","6006000","1756","353320","201.0","22.227848101265824","true"
"Tcp","4","75965","66","80","-1","16","61000","1758","353452","201.0","22.253164556962027","true"
"Tcp","4","75965","74","80","-1","2","6923000","1760","353600","200.0","22.27848101265823","true"
"Tcp","4","75965","66","80","-1","16","35000","1762","353732","200.0","22.303797468354432","true"
"Tcp","4","75965","66","80","-1","16","5001000","1764","353872","200.0","22.329113924050635","true"
"Tcp","4","75965","74","80","-1","2","7055000","1766","354020","200.0","22.354430379746834","true"
"Tcp","4","75965","66","80","-1","16","74000","1768","354152","200.0","22.379746835443036","true"
"Tcp","4","75965","66","80","-1","16","61000","1770","354292","200.0","22.40506329113924","true"
"Tcp","4","75965","66","80","-1","16","2025000","1772","354432","200.0","22.430379746835442","true"
"Tcp","4","75966","74","80","-1","2","52000","1774","354572","199.0","22.455696202531644","true"
"Tcp","4","75966","66","80","-1","16","66000","1776","354704","199.0","22.481012658227847","true"
"Tcp","4","75966","74","80","-1","2","5901000","1778","354852","199.0","22.225","true"
"Tcp","4","75966","66","80","-1","16","54000","1780","354984","199.0","22.25","true"
"Tcp","4","75966","66","80","-1","16","1894000","1782","355124","199.0","22.275","true"
"Tcp","4","75966","66","80","-1","16","53000","1784","355264","199.0","22.3","true"
"Tcp","4","75966","66","80","-1","16","2966000","1786","355396","198.0","22.325","true"
"Tcp","4","75966","66","80","-1","16","5951000","1788","355536","198.0","22.35","true"
"Tcp","4","75966","74","80","-1","2","35000","1790","355676","198.0","22.375","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","74","80","-1","2","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","74","80","-1","2","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","74","80","-1","2","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","5018000","1820","357744","196.0","22.469135802469136","true"
"Tcp","4","75967","66","80","-1","16","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","66","80","-1","16","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","74","80","-1","2","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","66","80","-1","16","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","74","80","-1","2","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","66","80","-1","16","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","74","80","-1","2","83000","1821","357810","196.0","22.48148148148148","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","74","80","-1","2","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","74","80","-1","2","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","66","80","-1","16","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","74","80","-1","2","34000","1822","357876","196.0","22.493827160493826","true"
"Tcp","4","75967","74","80","-1","2","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","66","80","-1","16","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","74","80","-1","2","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","66","80","-1","16","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","66","80","-1","16","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","66","80","-1","16","32000","1823","357942","196.0","22.506172839506174","true"
"Tcp","4","75967","74","80","-1","2","31000","1824","358016","196.0","22.51851851851852","true"
"Tcp","4","75968","66","80","-1","16","1994000","1826","358156","196.0","22.54320987654321","true"
"Tcp","4","75968","74","80","-1","2","6056000","1829","358362","195.0","22.580246913580247","true"
"Tcp","4","75968","74","80","-1","2","73000","1830","358436","195.0","22.317073170731707","true"
"Tcp","4","75968","66","80","-1","16","4989000","1832","358576","195.0","22.341463414634145","true"
"Tcp","4","75968","74","80","-1","2","34000","1834","358716","195.0","22.365853658536587","true"
"Tcp","4","75968","66","80","-1","16","48000","1836","358856","195.0","22.390243902439025","true"
"Tcp","4","75968","66","80","-1","16","47000","1839","359054","195.0","22.426829268292682","true"
"Tcp","4","75968","66","80","-1","16","33000","1840","359120","195.0","22.4390243902439","true"
"Tcp","4","75968","66","80","-1","16","6885000","1842","359260","195.0","22.463414634146343","true"
"Tcp","4","75968","66","80","-1","16","88000","1844","359400","194.0","22.48780487804878","true"
"Tcp","4","75968","66","80","-1","16","51000","1846","359532","194.0","22.51219512195122","true"
"Tcp","4","75968","66","80","-1","16","33000","1848","359664","194.0","22.536585365853657","true"
"Tcp","4","75968","66","80","-1","16","31000","1850","359796","194.0","22.5609756097561","true"
"Tcp","4","75968","74","80","-1","2","3800000","1852","359936","194.0","22.585365853658537","true"
"Tcp","4","75969","74","80","-1","2","69000","1854","360076","194.0","22.609756097560975","true"
"Tcp","4","75969","66","80","-1","16","1994000","1856","360216","194.0","22.36144578313253","true"
"Tcp","4","75969","66","80","-1","16","33000","1858","360348","193.0","22.3855421686747","true"
"Tcp","4","75969","74","80","-1","2","3904000","1860","360488","193.0","22.40963855421687","true"
"Tcp","4","75969","66","80","-1","16","70000","1862","360620","193.0","22.433734939759034","true"
"Tcp","4","75969","74","80","-1","2","7458000","1864","360768","193.0","22.457831325301203","true"
"Tcp","4","75969","66","80","-1","16","73000","1866","360900","193.0","22.481927710843372","true"
"Tcp","4","75969","74","80","-1","2","1860000","1868","361040","193.0","22.50602409638554","true"
"Tcp","4","75969","66","80","-1","16","1999000","1870","361180","193.0","22.53012048192771","true"
"Tcp","4","75969","74","80","-1","2","3960000","1872","361320","193.0","22.55421686746988","true"
"Tcp","4","75969","66","80","-1","16","65000","1874","361452","192.0","22.57831325301205","true"
"Tcp","4","75969","66","80","-1","16","33000","1876","361592","192.0","22.602409638554217","true"
"Tcp","4","75969","74","80","-1","2","7926000","1878","361732","192.0","22.626506024096386","true"
"Tcp","4","75969","74","80","-1","2","3018000","1880","361872","192.0","22.650602409638555","true"
"Tcp","4","75970","74","80","-1","2","5043000","1881","361946","192.0","22.662650602409638","true"
"Tcp","4","75970","66","80","-1","16","45000","1883","362078","192.0","22.416666666666668","true"
"Tcp","4","75970","74","80","-1","2","4933000","1885","362218","192.0","22.44047619047619","true"
"Tcp","4","75970","74","80","-1","2","62000","1887","362358","192.0","22.464285714285715","true"
"Tcp","4","75970","66","80","-1","16","2823000","1889","362498","191.0","22.488095238095237","true"
"Tcp","4","75970","66","80","-1","16","36000","1891","362630","191.0","22.511904761904763","true"
"Tcp","4","75970","66","80","-1","16","52000","1893","362770","191.0","22.535714285714285","true"
"Tcp","4","75970","66","80","-1","16","32000","1895","362902","191.0","22.55952380952381","true"
"Tcp","4","75970","66","80","-1","16","31000","1897","363034","191.0","22.583333333333332","true"
"Tcp","4","75970","66","80","-1","16","49000","1900","363232","191.0","22.61904761904762","true"
"Tcp","4","75970","66","80","-1","16","35000","1901","363298","191.0","22.63095238095238","true"
